V0_tanh,V1_tanh,V6_tanh,V7_tanh,V16_tanh,V17_tanh,V38_tanh,V2_power3,V3_power3,V10_power3,V11_power3,V20_power3,V21_power3,V30_power3,V31_power3,V4_sqrt,V5_sqrt,V12_sqrt,V13_sqrt,V22_sqrt,V23_sqrt,V32_sqrt,V33_sqrt,V8,V9,V18,V19,V26,V27,V34,V36,V37,V14,V15,V24,V25,V40,V41,V42,V43,V28_log,V29_log,V35_log,V39_log,label
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,328509.0,343000.0,357911.0,493039.0,373248.0,343000.0,373248.0,8.54400374531753,7.483314773547883,8.48528137423857,7.874007874011811,8.831760866327848,8.12403840463596,7.810249675906654,7.745966692414834,67.0,61.0,73.0,71.0,63.0,58.0,67.0,67.0,63.0,70.0,60.0,72.0,67.0,78.0,63.0,63.0,59.0,4.290459441148391,4.248495242049359,4.276666119016055,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,195112.0,132651.0,250047.0,195112.0,373248.0,250047.0,226981.0,157464.0,8.366600265340756,7.937253933193772,8.306623862918075,7.874007874011811,8.774964387392123,7.937253933193772,7.483314773547883,7.0710678118654755,58.0,58.0,69.0,61.0,67.0,66.0,63.0,59.0,55.0,77.0,68.0,76.0,67.0,73.0,70.0,60.0,58.0,4.204692619390966,4.143134726391533,4.174387269895637,4.2626798770413155,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,300763.0,438976.0,357911.0,421875.0,474552.0,343000.0,328509.0,7.681145747868608,7.745966692414834,8.660254037844387,8.246211251235321,8.48528137423857,8.246211251235321,7.416198487095663,7.810249675906654,70.0,68.0,69.0,70.0,68.0,70.0,66.0,69.0,66.0,66.0,60.0,61.0,63.0,67.0,50.0,53.0,41.0,4.204692619390966,4.174387269895637,4.1588830833596715,4.174387269895637,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,493039.0,456533.0,421875.0,421875.0,493039.0,405224.0,389017.0,8.0,8.12403840463596,7.937253933193772,8.54400374531753,8.366600265340756,8.660254037844387,7.745966692414834,7.745966692414834,71.0,68.0,77.0,75.0,68.0,56.0,62.0,73.0,77.0,62.0,55.0,65.0,59.0,73.0,67.0,64.0,61.0,4.143134726391533,4.204692619390966,4.0943445622221,4.276666119016055,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,438976.0,357911.0,314432.0,262144.0,531441.0,474552.0,405224.0,405224.0,8.0,8.366600265340756,8.306623862918075,8.426149773176359,8.54400374531753,8.602325267042627,7.615773105863909,7.681145747868608,61.0,58.0,78.0,74.0,69.0,69.0,69.0,58.0,53.0,66.0,73.0,72.0,80.0,66.0,78.0,53.0,64.0,4.204692619390966,4.204692619390966,4.248495242049359,4.204692619390966,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,438976.0,39304.0,226981.0,79507.0,195112.0,287496.0,357911.0,729.0,8.06225774829855,7.280109889280518,8.602325267042627,8.366600265340756,7.3484692283495345,7.0,7.810249675906654,4.0,16.0,51.0,61.0,37.0,11.0,42.0,31.0,67.0,61.0,62.0,21.0,17.0,19.0,17.0,8.0,18.0,11.0,3.970291913552122,3.4011973816621555,3.7612001156935624,3.4339872044851463,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,216000.0,64000.0,287496.0,148877.0,314432.0,274625.0,166375.0,32768.0,5.656854249492381,5.830951894845301,5.744562646538029,5.5677643628300215,7.54983443527075,6.557438524302,6.928203230275509,4.795831523312719,53.0,37.0,64.0,45.0,53.0,77.0,62.0,65.0,59.0,30.0,30.0,23.0,23.0,35.0,30.0,24.0,21.0,3.871201010907891,3.4657359027997265,3.9318256327243257,3.6635616461296463,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,216000.0,287496.0,405224.0,438976.0,328509.0,405224.0,205379.0,8.06225774829855,6.708203932499369,7.810249675906654,7.0710678118654755,8.366600265340756,7.3484692283495345,8.48528137423857,7.54983443527075,55.0,61.0,60.0,62.0,77.0,80.0,76.0,69.0,63.0,62.0,41.0,51.0,47.0,57.0,31.0,46.0,30.0,4.23410650459726,3.871201010907891,4.219507705176107,3.970291913552122,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,328509.0,250047.0,300763.0,456533.0,314432.0,328509.0,250047.0,8.426149773176359,8.06225774829855,8.246211251235321,8.0,8.306623862918075,8.306623862918075,8.426149773176359,7.937253933193772,68.0,59.0,72.0,56.0,57.0,40.0,66.0,66.0,58.0,73.0,59.0,66.0,59.0,75.0,64.0,61.0,56.0,4.007333185232471,3.970291913552122,4.007333185232471,4.174387269895637,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,438976.0,456533.0,421875.0,405224.0,91125.0,373248.0,373248.0,7.615773105863909,8.18535277187245,8.0,7.874007874011811,8.12403840463596,6.782329983125268,7.874007874011811,8.12403840463596,66.0,64.0,67.0,45.0,62.0,27.0,71.0,71.0,70.0,63.0,59.0,64.0,48.0,70.0,65.0,63.0,61.0,4.174387269895637,4.204692619390966,4.1588830833596715,4.23410650459726,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,493039.0,421875.0,474552.0,314432.0,274625.0,421875.0,421875.0,8.426149773176359,8.306623862918075,8.306623862918075,8.366600265340756,8.18535277187245,7.874007874011811,8.0,7.874007874011811,64.0,64.0,47.0,50.0,58.0,50.0,60.0,64.0,63.0,59.0,52.0,56.0,48.0,64.0,58.0,51.0,38.0,4.174387269895637,4.143134726391533,4.02535169073515,4.174387269895637,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,195112.0,421875.0,456533.0,474552.0,373248.0,512000.0,314432.0,592704.0,8.426149773176359,8.774964387392123,7.745966692414834,8.306623862918075,8.18535277187245,8.48528137423857,8.306623862918075,8.888194417315589,63.0,69.0,67.0,70.0,70.0,58.0,70.0,62.0,71.0,59.0,60.0,53.0,60.0,63.0,61.0,53.0,60.0,3.828641396489095,4.204692619390966,4.30406509320417,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,343000.0,343000.0,405224.0,438976.0,389017.0,357911.0,274625.0,8.0,8.306623862918075,7.810249675906654,7.416198487095663,7.14142842854285,6.855654600401044,7.745966692414834,7.280109889280518,50.0,56.0,53.0,72.0,66.0,80.0,69.0,54.0,62.0,54.0,59.0,43.0,46.0,51.0,42.0,28.0,22.0,4.290459441148391,4.290459441148391,4.248495242049359,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,262144.0,328509.0,493039.0,373248.0,328509.0,262144.0,373248.0,8.426149773176359,8.306623862918075,8.06225774829855,8.602325267042627,8.602325267042627,8.246211251235321,7.54983443527075,7.615773105863909,65.0,68.0,53.0,51.0,52.0,48.0,66.0,64.0,69.0,62.0,67.0,49.0,44.0,66.0,69.0,50.0,53.0,4.174387269895637,4.219507705176107,4.23410650459726,4.290459441148391,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,405224.0,274625.0,421875.0,405224.0,531441.0,287496.0,405224.0,7.937253933193772,8.366600265340756,7.810249675906654,8.426149773176359,8.306623862918075,8.306623862918075,7.3484692283495345,7.745966692414834,61.0,69.0,72.0,71.0,78.0,75.0,64.0,64.0,68.0,65.0,67.0,65.0,65.0,65.0,65.0,56.0,58.0,4.204692619390966,4.2626798770413155,4.219507705176107,4.2626798770413155,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,551368.0,438976.0,456533.0,357911.0,551368.0,493039.0,357911.0,216000.0,8.94427190999916,7.483314773547883,7.483314773547883,8.246211251235321,6.324555320336759,6.708203932499369,6.244997998398398,5.291502622129181,67.0,58.0,66.0,66.0,75.0,70.0,71.0,73.0,61.0,60.0,64.0,49.0,48.0,53.0,45.0,29.0,15.0,4.1588830833596715,3.5553480614894135,4.189654742026425,3.8918202981106265,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,314432.0,328509.0,262144.0,405224.0,300763.0,438976.0,357911.0,8.774964387392123,8.06225774829855,8.54400374531753,8.660254037844387,8.246211251235321,8.306623862918075,8.18535277187245,8.0,60.0,50.0,66.0,60.0,56.0,67.0,73.0,55.0,49.0,74.0,76.0,69.0,78.0,73.0,70.0,61.0,61.0,4.23410650459726,4.110873864173311,4.248495242049359,4.110873864173311,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,456533.0,328509.0,300763.0,250047.0,389017.0,287496.0,357911.0,456533.0,8.774964387392123,8.0,8.12403840463596,8.602325267042627,8.831760866327848,8.660254037844387,8.12403840463596,7.745966692414834,64.0,53.0,70.0,61.0,67.0,53.0,73.0,70.0,58.0,74.0,62.0,72.0,67.0,77.0,71.0,70.0,63.0,4.276666119016055,4.1588830833596715,4.290459441148391,4.07753744390572,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,238328.0,205379.0,287496.0,314432.0,421875.0,373248.0,343000.0,357911.0,7.745966692414834,7.810249675906654,8.0,8.12403840463596,8.18535277187245,7.874007874011811,7.810249675906654,7.937253933193772,68.0,63.0,63.0,59.0,66.0,56.0,67.0,69.0,69.0,67.0,66.0,63.0,55.0,74.0,62.0,60.0,54.0,4.174387269895637,4.1588830833596715,4.143134726391533,4.174387269895637,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,226981.0,405224.0,421875.0,438976.0,405224.0,250047.0,373248.0,357911.0,7.810249675906654,8.18535277187245,7.937253933193772,7.810249675906654,8.06225774829855,8.54400374531753,7.54983443527075,8.0,64.0,71.0,69.0,60.0,66.0,69.0,64.0,67.0,68.0,56.0,67.0,57.0,63.0,55.0,62.0,51.0,60.0,4.0943445622221,4.189654742026425,4.23410650459726,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,343000.0,456533.0,474552.0,421875.0,405224.0,389017.0,421875.0,8.06225774829855,8.306623862918075,8.246211251235321,8.426149773176359,8.306623862918075,8.06225774829855,8.18535277187245,8.18535277187245,69.0,72.0,68.0,74.0,63.0,64.0,69.0,66.0,71.0,63.0,70.0,71.0,68.0,78.0,75.0,66.0,63.0,4.189654742026425,4.219507705176107,4.174387269895637,4.174387269895637,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,287496.0,262144.0,262144.0,456533.0,421875.0,274625.0,274625.0,8.18535277187245,8.48528137423857,7.54983443527075,7.810249675906654,7.745966692414834,7.615773105863909,7.615773105863909,7.615773105863909,65.0,66.0,73.0,72.0,63.0,60.0,69.0,76.0,75.0,70.0,66.0,58.0,61.0,72.0,72.0,62.0,62.0,4.07753744390572,4.0943445622221,4.290459441148391,4.31748811353631,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,405224.0,389017.0,343000.0,405224.0,343000.0,405224.0,512000.0,8.06225774829855,8.366600265340756,8.246211251235321,8.602325267042627,8.306623862918075,8.48528137423857,8.366600265340756,8.48528137423857,71.0,68.0,70.0,67.0,63.0,61.0,69.0,60.0,57.0,63.0,65.0,62.0,63.0,66.0,75.0,50.0,50.0,4.189654742026425,4.189654742026425,4.204692619390966,4.127134385045092,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,474552.0,373248.0,405224.0,421875.0,405224.0,438976.0,373248.0,8.12403840463596,8.12403840463596,8.48528137423857,8.06225774829855,8.18535277187245,7.615773105863909,8.0,8.06225774829855,66.0,63.0,63.0,61.0,61.0,58.0,62.0,77.0,71.0,59.0,58.0,60.0,53.0,74.0,73.0,70.0,59.0,4.127134385045092,4.110873864173311,4.1588830833596715,4.276666119016055,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,512000.0,357911.0,405224.0,474552.0,551368.0,357911.0,343000.0,343000.0,8.717797887081348,8.366600265340756,8.774964387392123,8.660254037844387,9.16515138991168,9.219544457292887,7.0710678118654755,8.366600265340756,64.0,63.0,71.0,52.0,57.0,47.0,50.0,58.0,60.0,62.0,61.0,71.0,71.0,82.0,77.0,65.0,66.0,3.7376696182833684,3.6635616461296463,3.828641396489095,4.290459441148391,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,238328.0,343000.0,421875.0,456533.0,531441.0,512000.0,373248.0,357911.0,8.717797887081348,8.888194417315589,8.246211251235321,8.54400374531753,8.48528137423857,8.54400374531753,8.18535277187245,8.18535277187245,73.0,77.0,72.0,75.0,62.0,61.0,69.0,66.0,71.0,72.0,72.0,61.0,67.0,74.0,71.0,58.0,58.0,4.189654742026425,4.219507705176107,4.23410650459726,4.189654742026425,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,474552.0,474552.0,456533.0,456533.0,405224.0,438976.0,373248.0,456533.0,8.660254037844387,8.54400374531753,8.18535277187245,8.426149773176359,7.810249675906654,8.18535277187245,7.681145747868608,7.615773105863909,70.0,66.0,77.0,75.0,64.0,63.0,65.0,68.0,69.0,60.0,63.0,60.0,60.0,63.0,63.0,56.0,51.0,4.127134385045092,4.060443010546419,4.248495242049359,4.1588830833596715,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,250047.0,287496.0,274625.0,238328.0,262144.0,175616.0,438976.0,421875.0,8.717797887081348,8.717797887081348,8.366600265340756,8.06225774829855,7.937253933193772,7.810249675906654,8.06225774829855,7.810249675906654,62.0,54.0,64.0,53.0,66.0,60.0,71.0,60.0,53.0,74.0,72.0,73.0,64.0,67.0,68.0,59.0,56.0,4.189654742026425,4.30406509320417,4.290459441148391,4.290459441148391,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,287496.0,328509.0,274625.0,474552.0,226981.0,328509.0,343000.0,8.306623862918075,8.306623862918075,8.18535277187245,8.246211251235321,8.18535277187245,8.366600265340756,8.12403840463596,8.12403840463596,65.0,62.0,66.0,66.0,68.0,66.0,66.0,72.0,70.0,70.0,67.0,67.0,63.0,75.0,72.0,67.0,63.0,4.248495242049359,4.248495242049359,4.23410650459726,4.330733340286331,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,405224.0,262144.0,314432.0,456533.0,421875.0,357911.0,456533.0,8.426149773176359,8.54400374531753,8.717797887081348,8.660254037844387,8.94427190999916,8.660254037844387,8.06225774829855,8.12403840463596,57.0,55.0,72.0,67.0,65.0,61.0,66.0,61.0,56.0,67.0,66.0,73.0,69.0,72.0,69.0,62.0,60.0,4.2626798770413155,4.31748811353631,4.189654742026425,4.2626798770413155,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,343000.0,389017.0,373248.0,474552.0,405224.0,405224.0,421875.0,8.366600265340756,8.602325267042627,8.306623862918075,8.54400374531753,8.426149773176359,7.937253933193772,8.06225774829855,7.810249675906654,65.0,67.0,67.0,63.0,68.0,63.0,66.0,63.0,61.0,68.0,66.0,66.0,61.0,66.0,65.0,54.0,57.0,4.30406509320417,4.23410650459726,4.204692619390966,4.219507705176107,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,287496.0,456533.0,421875.0,456533.0,531441.0,373248.0,389017.0,8.0,7.681145747868608,8.426149773176359,8.48528137423857,8.18535277187245,8.18535277187245,7.483314773547883,7.483314773547883,76.0,66.0,77.0,78.0,65.0,68.0,69.0,67.0,71.0,72.0,62.0,69.0,68.0,65.0,73.0,56.0,52.0,4.23410650459726,4.1588830833596715,4.1588830833596715,4.219507705176107,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,456533.0,438976.0,474552.0,456533.0,405224.0,373248.0,405224.0,8.246211251235321,8.18535277187245,8.12403840463596,8.602325267042627,8.660254037844387,8.54400374531753,7.810249675906654,7.810249675906654,67.0,65.0,66.0,64.0,73.0,69.0,70.0,72.0,71.0,67.0,62.0,67.0,69.0,77.0,75.0,67.0,71.0,4.219507705176107,4.219507705176107,4.204692619390966,4.31748811353631,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,405224.0,373248.0,438976.0,343000.0,373248.0,300763.0,373248.0,8.12403840463596,8.12403840463596,8.426149773176359,8.602325267042627,8.366600265340756,8.717797887081348,7.54983443527075,7.937253933193772,63.0,67.0,63.0,66.0,61.0,66.0,65.0,67.0,69.0,66.0,64.0,65.0,69.0,77.0,76.0,70.0,70.0,4.1588830833596715,4.174387269895637,4.2626798770413155,4.356708826689592,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,314432.0,357911.0,287496.0,405224.0,493039.0,531441.0,357911.0,421875.0,7.874007874011811,8.0,8.366600265340756,8.602325267042627,8.888194417315589,8.831760866327848,8.06225774829855,7.874007874011811,63.0,67.0,70.0,66.0,76.0,72.0,70.0,68.0,65.0,59.0,64.0,61.0,62.0,62.0,64.0,57.0,54.0,4.204692619390966,4.204692619390966,4.23410650459726,4.276666119016055,0
