Text,FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,Corpus,label
626,0.0,2.36,0.7,0.41,0.95,0.54,2.15,1.57,0.04,0.04,2.48,2.94,6.45,1.65,0.37,2.77,1.03,0.58,27.03,10,627.0,1,19
627,0.09,1.75,0.51,0.6,1.15,0.94,1.79,1.2,0.09,0.09,3.07,2.94,7.21,1.37,1.11,2.3,2.01,1.32,29.54,10,628.0,1,19
628,0.17,3.49,0.79,1.05,1.57,0.7,3.14,1.92,0.44,0.96,3.32,4.59,5.15,1.09,0.26,1.27,1.62,0.44,31.97,10,629.0,1,19
629,1.77,2.53,1.08,1.08,1.21,0.4,2.85,1.04,0.2,1.41,2.09,7.67,5.22,1.12,0.84,1.57,1.17,0.92,34.17,10,630.0,1,19
630,1.12,2.02,0.39,1.03,1.46,0.39,3.69,2.19,0.43,0.13,3.52,2.75,2.83,0.73,0.77,0.99,0.86,0.77,26.07,10,631.0,1,19
631,0.0,1.58,0.62,0.66,1.04,0.58,1.37,1.91,0.33,0.17,2.36,2.9,4.56,0.54,0.79,2.03,1.58,0.58,23.6,10,632.0,1,19
632,0.52,3.2,1.0,0.69,1.3,0.22,2.08,2.12,0.43,0.39,2.38,3.59,7.27,1.39,1.17,1.43,1.17,0.52,30.87,10,633.0,1,19
633,0.04,2.85,1.07,0.43,0.81,0.55,2.51,1.87,0.09,0.13,3.15,4.86,7.71,1.45,0.26,1.49,1.45,1.24,31.96,10,634.0,1,19
634,1.56,2.47,1.17,0.95,0.91,0.26,1.82,0.91,0.13,1.08,3.94,5.41,4.89,0.91,0.43,2.12,1.21,1.26,31.43,10,635.0,1,19
635,0.96,1.84,0.74,0.66,0.7,0.13,1.71,0.79,0.09,0.44,3.02,2.32,4.34,1.93,1.01,1.75,1.58,1.18,25.19,10,636.0,1,19
636,0.13,2.61,2.35,1.65,0.57,0.44,1.44,2.48,0.09,0.09,1.65,3.87,11.84,1.39,0.3,3.13,1.83,0.91,36.77,10,637.0,1,19
637,0.22,3.06,1.15,1.33,1.77,0.04,3.42,1.38,0.98,2.97,2.4,1.73,6.57,2.09,1.6,0.71,1.64,1.33,34.39,10,638.0,1,19
638,1.35,3.06,0.7,0.96,1.49,0.52,1.35,1.57,0.22,1.31,2.93,2.49,5.5,2.36,0.79,2.1,1.14,0.87,30.71,10,639.0,1,19
639,0.04,2.06,0.29,0.55,0.8,0.13,2.39,0.84,0.08,0.63,2.18,2.98,6.59,1.47,0.97,1.01,0.55,0.42,23.98,10,640.0,1,19
640,0.29,2.99,1.21,0.91,1.16,1.0,3.24,1.91,0.46,0.46,2.08,5.36,3.53,0.71,0.79,1.5,2.04,1.04,30.68,10,641.0,1,19
641,0.13,3.33,1.05,3.5,0.84,0.29,2.87,2.32,0.21,0.13,2.74,3.92,7.12,1.14,0.55,0.63,0.88,0.46,32.11,11,642.0,1,20
642,0.21,3.0,1.28,1.84,0.81,0.47,2.36,2.7,0.21,0.43,2.66,5.91,4.54,0.81,0.17,3.13,1.63,1.37,33.53,11,643.0,1,20
643,0.9,3.41,0.66,4.4,0.99,0.41,3.46,2.47,0.29,1.07,2.26,4.07,3.04,0.74,0.29,1.11,2.22,0.7,32.49,11,644.0,1,20
644,0.57,2.42,1.49,1.14,1.63,0.57,2.94,2.86,0.48,2.02,3.95,3.87,3.43,0.79,0.35,0.97,1.36,1.05,31.89,11,645.0,1,20
645,0.0,3.24,1.02,1.86,2.04,0.4,2.17,2.84,1.24,0.58,3.1,2.39,4.7,0.62,0.58,1.6,1.15,0.93,30.46,11,646.0,1,20
646,1.51,3.02,0.6,2.41,1.59,0.43,2.37,2.93,0.09,0.22,3.53,3.4,5.08,1.46,0.6,2.41,1.68,1.03,34.36,11,647.0,1,20
647,1.22,3.04,1.01,1.05,1.01,0.24,1.74,1.42,0.12,0.57,2.51,8.95,5.71,1.01,0.36,1.18,1.09,0.49,32.72,11,648.0,1,20
648,3.94,2.85,1.36,1.31,0.88,0.39,2.63,2.19,0.09,0.88,2.45,3.64,5.87,1.1,0.48,1.97,1.49,1.53,35.05,11,649.0,1,20
649,0.08,1.76,0.63,0.59,0.42,0.17,1.46,1.17,0.54,0.17,2.05,2.01,8.4,2.17,0.46,1.13,0.75,0.79,24.75,11,650.0,1,20
650,0.52,2.34,0.35,0.82,0.74,0.26,3.5,1.77,0.17,0.3,3.16,2.98,3.46,0.35,0.13,0.61,1.73,0.43,23.62,11,651.0,1,20
651,0.0,1.82,0.84,0.93,1.15,0.44,1.37,2.66,0.31,0.13,2.26,3.32,5.76,1.02,0.4,2.79,1.6,0.44,27.24,11,652.0,1,20
652,0.0,2.37,0.54,1.2,0.66,0.5,3.32,1.29,0.21,0.62,2.78,4.11,4.65,0.62,0.66,1.24,1.2,0.71,26.68,11,653.0,1,20
653,0.0,2.43,1.13,1.0,1.22,0.39,2.52,4.09,0.26,0.43,3.13,3.61,3.56,0.56,0.43,0.91,1.52,0.35,27.54,11,654.0,1,20
654,0.0,2.17,0.68,0.64,1.23,0.55,2.38,1.11,0.13,0.09,3.19,2.04,3.15,0.77,0.04,2.21,1.45,0.81,22.64,11,655.0,1,20
655,0.04,3.57,0.57,1.41,1.72,0.18,2.95,2.86,0.57,2.78,3.26,2.03,7.0,0.53,0.35,1.23,1.28,0.35,32.68,11,656.0,1,20
656,0.17,2.34,0.3,1.39,1.13,0.26,4.12,2.21,0.35,0.26,3.34,3.99,3.51,1.13,0.43,1.43,0.87,0.43,27.66,11,657.0,1,20
657,0.17,2.16,0.42,1.82,1.1,0.85,1.82,1.31,0.0,0.17,2.92,4.15,6.64,1.82,0.47,2.5,0.93,1.02,30.27,11,658.0,1,20
658,0.0,2.31,0.58,1.47,0.85,0.27,3.91,3.2,0.18,0.04,3.02,3.29,6.23,0.58,0.09,0.76,1.25,0.53,28.56,11,659.0,1,20
659,0.86,2.42,1.23,0.53,0.7,0.66,2.1,2.1,0.16,0.45,2.75,3.57,7.35,0.86,0.33,1.4,1.48,0.37,29.32,11,660.0,1,20
660,0.0,2.5,0.69,1.08,0.73,0.39,2.41,1.51,0.17,0.17,4.09,3.1,6.85,0.69,0.22,0.99,1.77,0.52,27.88,11,661.0,1,20
661,0.04,2.73,0.26,0.57,0.97,0.53,2.51,2.69,0.22,0.04,2.33,3.26,2.64,0.88,0.22,2.07,2.64,0.44,25.04,11,662.0,1,20
662,1.61,2.03,0.54,1.28,0.99,0.33,3.22,2.36,0.25,1.94,2.56,3.6,4.09,0.41,0.04,1.61,1.49,0.83,29.18,11,663.0,1,20
663,0.0,2.55,1.01,0.7,1.36,0.4,2.94,1.84,0.35,1.89,3.82,2.64,3.07,1.67,0.18,1.36,1.54,1.05,28.37,11,664.0,1,20
664,0.0,3.9,0.57,0.57,1.62,0.18,3.77,3.99,0.44,0.26,3.03,3.25,3.82,0.7,0.04,1.36,1.93,1.01,30.44,11,665.0,1,20
665,0.31,2.72,0.57,1.54,0.53,0.48,3.16,2.11,0.22,0.53,2.32,3.33,6.45,1.01,0.66,1.75,1.23,0.92,29.84,11,666.0,1,20
666,0.0,1.59,0.75,0.7,1.54,0.44,2.07,2.73,0.35,0.13,3.26,3.17,8.33,0.88,1.63,1.54,1.81,0.4,31.32,11,667.0,1,20
667,0.43,2.07,0.95,1.59,1.08,0.52,2.33,3.62,0.3,0.04,2.28,4.57,4.78,0.65,0.26,2.2,0.6,0.6,28.87,11,668.0,1,20
668,0.08,2.56,0.54,0.83,1.16,0.17,1.82,3.35,0.33,0.74,2.77,5.99,5.53,0.87,0.29,1.65,1.45,0.74,30.87,11,669.0,1,20
669,0.0,1.62,0.64,0.51,0.77,0.21,1.67,2.09,0.13,0.04,3.12,2.26,9.82,1.37,0.51,3.33,1.88,0.51,30.48,11,670.0,1,20
670,1.65,2.62,0.59,1.57,0.51,0.38,2.84,1.44,0.04,0.8,3.13,4.49,4.15,1.02,0.38,1.44,0.76,1.1,28.91,11,671.0,1,20
671,0.17,2.98,0.99,1.55,1.64,0.13,3.88,4.75,0.39,0.91,2.93,5.74,4.49,0.39,0.04,1.04,0.73,0.26,33.01,11,672.0,1,20
672,0.26,3.3,0.39,0.99,0.69,0.13,3.34,3.04,0.13,0.26,2.44,2.74,5.14,1.11,0.21,2.01,0.81,0.56,27.55,11,673.0,1,20
673,0.09,3.78,1.36,2.15,0.92,0.44,2.59,4.84,0.31,0.92,2.77,3.25,4.66,0.66,0.35,1.06,1.36,0.92,32.43,11,674.0,1,20
674,0.0,3.08,0.73,1.54,0.98,0.09,2.7,1.97,0.21,2.05,2.57,4.84,5.22,0.43,0.26,1.07,1.93,0.64,30.31,11,675.0,1,20
675,0.0,1.33,0.6,0.77,0.77,0.3,1.94,1.64,0.04,0.04,1.33,2.97,10.67,1.33,0.56,3.74,1.2,0.77,30.0,11,676.0,1,20
676,0.0,2.53,0.79,1.0,1.27,0.09,3.15,1.57,0.66,1.05,2.84,1.92,8.34,2.53,1.0,1.49,1.22,0.92,32.37,11,677.0,1,20
677,1.47,3.27,0.42,0.84,1.72,0.42,3.86,2.05,0.34,1.05,2.94,7.17,5.87,0.63,0.04,2.05,0.92,0.92,35.98,11,678.0,1,20
678,0.09,2.26,0.81,2.43,0.43,0.34,3.07,2.3,0.04,0.21,2.26,3.58,5.92,0.47,0.21,2.64,1.02,0.68,28.76,11,679.0,1,20
679,0.38,2.86,0.46,1.01,1.43,0.59,2.81,2.94,0.29,0.5,1.72,4.83,4.28,0.5,0.17,2.31,1.3,0.67,29.05,11,680.0,1,20
680,0.0,1.82,0.56,0.95,1.48,0.35,1.87,2.6,0.48,0.17,3.86,1.91,5.08,0.39,0.39,1.04,1.87,0.26,25.08,11,681.0,1,20
681,0.04,4.13,0.55,2.06,1.94,0.76,2.49,4.13,0.21,0.13,2.53,5.18,1.47,0.59,0.21,1.22,0.88,0.84,29.36,11,682.0,1,20
682,0.0,2.97,1.13,1.96,0.96,0.44,2.44,4.49,0.13,0.17,2.4,3.53,2.88,1.0,0.0,2.4,0.92,0.7,28.52,11,683.0,1,20
683,0.04,1.92,0.73,1.15,2.22,0.6,2.01,3.2,0.17,0.21,2.48,2.73,2.18,0.21,0.09,2.22,0.85,0.56,23.57,11,684.0,1,20
684,0.09,3.02,0.61,2.19,1.31,0.66,2.4,2.23,0.52,0.39,4.06,4.55,6.91,0.48,0.61,1.27,0.96,0.44,32.7,11,685.0,1,20
685,2.51,3.54,0.62,0.45,1.07,0.16,2.56,1.44,0.33,1.85,2.27,3.71,7.42,2.1,1.44,0.87,0.99,1.44,34.77,11,686.0,1,20
686,0.04,2.85,0.22,1.21,1.38,0.3,1.99,0.91,0.26,0.13,3.11,3.28,7.77,1.25,0.69,1.64,0.99,0.78,28.8,11,687.0,1,20
687,4.37,3.06,0.38,2.85,0.72,0.59,2.63,1.61,0.13,0.76,2.29,4.42,7.43,0.85,0.47,1.4,1.19,1.06,36.21,11,688.0,1,20
688,0.04,1.68,0.46,2.01,0.63,0.55,2.39,2.69,0.17,0.42,2.69,2.52,6.13,1.76,0.84,1.76,2.73,0.5,29.97,11,689.0,1,20
689,3.97,3.44,1.32,1.45,1.24,0.54,3.15,1.86,0.25,0.91,1.32,3.15,6.08,1.32,0.75,3.35,1.57,1.12,36.79,12,690.0,1,21
690,0.09,2.89,0.36,1.47,1.34,0.36,2.85,3.69,0.22,0.13,2.98,2.58,5.38,0.71,0.36,1.69,1.51,0.93,29.54,12,691.0,1,21
691,0.0,3.39,0.33,3.35,0.92,0.38,3.1,2.47,0.0,0.92,3.31,3.47,3.22,0.88,0.25,1.17,1.3,0.46,28.92,12,692.0,1,21
692,0.22,1.94,0.71,2.12,0.35,0.22,2.69,1.9,0.26,0.26,2.91,4.19,3.92,0.93,0.26,1.32,1.15,0.84,26.19,12,693.0,1,21
693,0.22,3.56,1.04,2.34,1.43,0.61,3.56,3.52,0.13,0.48,2.52,9.24,3.69,0.3,0.09,2.99,1.0,0.69,37.41,12,694.0,1,21
694,0.0,1.44,0.87,1.0,1.39,0.44,1.83,2.44,0.04,0.0,2.35,4.4,7.85,1.57,0.65,1.31,1.26,0.78,29.62,12,695.0,1,21
695,1.12,2.78,1.7,1.2,0.83,0.25,3.36,2.4,0.25,0.75,2.74,3.73,5.51,0.54,0.17,0.83,0.79,0.37,29.32,12,696.0,1,21
696,0.22,4.05,1.08,1.98,0.73,0.47,3.62,2.11,0.26,0.3,2.8,3.79,4.79,0.95,0.34,0.86,0.95,0.73,30.03,12,697.0,1,21
697,0.22,2.79,0.65,1.4,0.61,0.44,3.58,2.14,0.31,0.74,2.09,3.71,6.15,0.87,0.39,2.05,0.87,0.87,29.88,12,698.0,1,21
698,0.0,2.67,0.87,0.96,1.18,0.35,3.5,3.19,0.35,0.57,3.19,4.85,5.6,0.44,0.31,1.66,1.88,0.52,32.09,12,699.0,1,21
699,0.3,4.37,0.77,0.47,1.59,0.47,3.64,2.23,0.34,0.47,3.81,3.17,1.67,0.34,0.04,0.99,0.99,0.34,26.0,12,700.0,1,21
700,0.0,2.95,0.79,0.7,2.16,0.92,2.95,2.33,0.22,0.22,2.6,2.11,2.55,0.88,0.13,0.79,1.76,0.75,24.81,12,701.0,1,21
701,0.0,3.43,1.07,0.99,0.66,0.25,2.02,2.27,0.25,0.12,2.15,2.97,2.93,0.5,0.17,1.77,0.95,0.45,22.95,12,702.0,1,21
702,0.42,2.81,0.84,1.59,0.46,0.63,2.81,2.14,0.08,0.38,2.81,6.04,4.99,0.88,0.34,1.8,1.13,0.67,30.82,12,703.0,1,21
703,0.44,3.69,0.62,1.78,1.56,0.53,3.11,4.76,0.31,0.8,3.73,4.62,2.04,0.31,0.22,1.33,1.38,1.24,32.47,12,704.0,1,21
704,0.56,2.88,0.99,2.8,1.64,0.3,2.93,3.79,0.04,0.43,2.71,5.34,5.85,0.65,0.17,0.9,1.51,0.9,34.39,12,705.0,1,21
705,0.22,2.39,0.65,1.43,0.96,0.48,1.74,2.0,0.09,0.22,2.65,4.78,7.03,1.39,0.56,1.39,1.04,0.78,29.8,12,706.0,1,21
706,0.0,2.26,0.31,0.89,1.11,0.75,2.97,3.5,0.04,0.27,3.23,3.46,4.47,0.44,0.22,1.73,1.15,0.89,27.69,12,707.0,1,21
707,0.38,3.36,1.32,2.3,0.89,0.55,2.6,1.87,0.21,0.43,3.24,4.6,4.81,1.15,0.34,1.53,0.94,0.94,31.46,12,708.0,1,21
708,0.46,2.42,0.88,1.54,0.79,0.25,2.88,1.29,0.29,0.96,3.01,4.51,2.71,1.09,0.29,1.29,1.0,0.71,26.37,12,709.0,1,21
709,0.0,2.49,0.51,0.38,0.84,0.3,3.25,4.05,0.17,0.08,1.98,3.42,9.29,0.38,0.25,0.76,1.52,0.17,29.84,12,710.0,1,21
710,0.09,1.85,0.43,1.21,0.86,0.13,2.71,1.55,0.13,0.43,3.53,4.01,6.29,1.21,0.34,0.9,1.12,0.95,27.74,12,711.0,1,21
711,0.38,2.64,1.36,1.07,0.98,0.26,4.18,2.0,0.26,1.49,2.6,4.95,7.59,0.6,0.09,1.45,1.32,0.68,33.9,12,712.0,1,21
712,0.04,4.01,0.65,0.6,0.91,0.73,3.88,2.5,0.04,0.13,3.79,3.97,1.98,0.82,0.17,1.51,1.55,0.73,28.01,12,713.0,1,21
713,0.21,1.88,1.5,0.79,0.63,0.46,2.59,1.75,0.13,0.08,2.46,5.18,4.47,0.54,0.25,2.72,1.75,1.13,28.52,12,714.0,1,21
714,0.49,2.84,0.82,0.78,1.2,0.25,3.92,1.81,0.25,0.04,2.84,5.98,7.01,0.7,0.0,1.03,1.32,0.37,31.65,12,715.0,1,21
715,0.56,3.08,0.48,1.17,0.69,0.13,1.56,1.47,0.35,0.52,1.95,5.25,4.73,1.39,0.48,1.21,1.3,0.61,26.93,12,716.0,1,21
716,0.3,1.69,0.99,1.86,1.34,0.48,1.73,1.9,0.13,0.78,2.2,3.76,7.17,1.25,0.13,2.77,1.47,0.99,30.94,12,717.0,1,21
717,1.08,2.97,1.77,2.2,1.21,0.86,2.41,1.59,0.04,0.3,2.5,8.02,3.92,0.86,0.34,3.06,1.42,1.59,36.14,12,718.0,1,21
718,0.3,2.31,1.07,1.84,1.28,0.38,2.22,1.58,0.21,0.43,2.05,7.7,4.02,1.07,0.3,3.51,2.1,1.5,33.87,12,719.0,1,21
719,1.01,2.69,1.05,1.22,0.71,0.42,2.02,1.05,0.17,0.42,1.64,6.59,5.63,1.85,0.8,4.07,1.18,1.3,33.82,12,720.0,1,21
720,0.56,2.67,1.12,1.12,1.29,0.73,3.06,1.38,0.22,0.77,2.5,6.11,5.59,0.77,0.56,2.62,1.59,0.99,33.65,12,721.0,1,21
721,3.42,2.58,1.2,1.91,1.11,0.53,1.96,2.76,0.0,0.4,1.87,2.76,6.36,1.38,0.44,3.2,1.69,1.24,34.81,12,722.0,1,21
722,3.49,2.96,0.84,1.33,1.06,1.02,2.96,1.86,0.09,0.31,2.87,3.23,6.72,1.19,0.49,2.43,1.19,1.19,35.23,12,723.0,1,21
723,0.04,2.18,0.79,0.52,0.57,0.83,1.61,2.53,0.09,0.09,2.62,3.18,7.2,1.27,0.31,2.36,1.18,1.75,29.12,12,724.0,1,21
724,0.08,3.28,0.76,2.61,1.35,1.05,2.61,1.85,0.17,0.13,2.78,7.24,2.99,0.67,0.21,3.11,1.85,1.47,34.21,12,725.0,1,21
725,0.13,1.07,1.02,0.9,0.6,0.51,2.22,2.31,0.09,0.04,2.9,5.64,7.9,1.07,0.09,3.16,1.02,1.54,32.21,12,726.0,1,21
726,0.04,3.15,1.4,2.27,1.57,0.48,1.75,3.15,0.26,0.13,1.97,6.52,6.3,1.27,0.35,1.71,0.83,0.83,33.98,12,727.0,1,21
727,0.13,3.53,0.69,1.38,1.38,0.43,2.93,2.33,0.04,0.69,2.24,4.18,3.19,1.03,0.47,2.02,1.12,0.52,28.3,12,728.0,1,21
728,0.09,2.44,0.67,1.95,0.98,0.89,1.86,2.17,0.13,0.09,2.48,4.17,4.04,1.11,0.98,3.41,1.91,0.89,30.26,12,729.0,1,21
729,0.25,2.21,0.94,0.49,0.37,0.57,2.21,1.68,0.12,0.53,3.2,4.51,5.0,0.45,0.12,1.8,1.88,0.41,26.74,12,730.0,1,21
730,0.0,1.87,0.48,1.39,1.43,1.17,2.39,2.43,0.0,0.61,2.21,5.34,5.03,0.65,0.04,2.86,1.0,1.0,29.9,12,731.0,1,21
731,6.03,2.95,0.39,1.65,1.04,0.87,3.38,1.39,0.13,0.43,2.78,4.03,5.46,1.69,0.52,2.43,1.21,0.78,37.16,12,732.0,1,21
732,0.0,2.64,1.52,0.63,0.85,1.34,2.28,1.57,0.04,0.0,3.18,5.06,6.71,0.89,0.36,3.31,1.25,1.39,33.02,12,733.0,1,21
733,0.49,2.4,0.62,1.07,0.71,0.45,2.36,2.76,0.31,0.58,2.98,3.52,5.65,1.2,0.36,1.51,1.25,0.62,28.84,12,734.0,1,21
734,0.04,1.33,1.2,1.2,0.86,0.65,1.46,2.58,0.04,0.09,2.45,4.09,3.66,0.9,0.17,2.54,1.29,1.08,25.63,12,735.0,1,21
735,3.75,2.78,0.84,1.27,1.14,0.51,2.7,1.73,0.13,0.34,2.15,5.27,4.56,0.93,0.21,2.28,1.22,0.72,32.53,12,736.0,1,21
736,0.13,2.09,1.07,0.77,0.94,0.98,2.34,1.28,0.09,0.04,2.26,7.12,5.2,0.64,0.38,3.11,1.79,1.02,31.25,12,737.0,1,21
737,0.72,3.11,0.55,2.17,1.28,0.72,1.58,2.13,0.09,0.09,2.3,7.33,5.67,1.28,0.38,3.28,1.02,0.72,34.42,12,738.0,1,21
738,0.21,2.02,0.74,1.15,0.58,0.21,2.31,1.32,0.29,0.33,1.94,7.13,5.73,0.91,0.21,3.59,0.95,1.28,30.9,12,739.0,1,21
739,0.44,1.89,1.23,1.58,0.84,0.7,2.2,2.9,0.35,0.18,2.55,7.12,6.29,1.05,0.31,2.95,1.49,1.1,35.17,12,740.0,1,21
740,0.21,2.55,0.81,1.1,0.72,0.64,3.91,2.76,0.17,0.3,4.46,4.5,2.76,0.55,0.04,1.32,1.23,0.42,28.45,12,741.0,1,21
741,0.0,2.86,1.25,1.12,0.81,0.27,3.18,3.44,0.13,0.18,2.59,1.57,5.77,0.4,0.54,3.04,1.97,0.54,29.66,12,742.0,1,21
742,3.57,2.11,0.9,1.46,0.73,0.43,3.1,1.98,0.0,0.73,2.33,5.43,6.63,1.55,0.65,1.64,1.46,1.03,35.73,12,743.0,1,21
743,3.68,2.7,0.81,0.9,1.21,1.21,3.68,1.26,0.13,0.67,2.47,3.5,5.62,1.57,0.31,2.02,0.99,0.85,33.58,12,744.0,1,21
744,0.22,2.37,0.52,2.07,1.12,0.47,2.07,2.2,0.0,0.47,3.32,4.18,4.26,0.6,0.39,2.76,1.42,0.73,29.17,12,745.0,1,21
745,0.26,2.43,0.83,2.26,1.69,1.0,2.82,2.13,0.04,0.26,2.48,5.04,4.09,0.96,0.43,3.26,1.09,1.04,32.11,12,746.0,1,21
746,0.0,1.7,1.87,0.47,0.81,0.25,2.97,2.12,0.21,0.51,2.55,2.72,6.03,0.59,0.13,1.1,1.15,0.34,25.52,12,747.0,1,21
747,5.14,2.48,0.77,0.77,1.63,0.81,3.08,1.2,0.47,1.54,2.31,4.28,5.09,0.9,0.3,2.27,1.58,0.9,35.52,12,748.0,1,21
748,0.13,2.11,2.11,1.85,0.92,0.18,2.11,3.51,0.26,0.31,3.38,5.62,9.62,1.27,1.01,1.54,0.7,1.27,37.9,12,749.0,1,21
749,0.13,2.32,0.9,3.44,1.03,0.21,2.62,2.96,0.13,0.09,3.39,4.68,3.65,0.69,0.3,1.33,1.98,0.3,30.15,12,750.0,1,21
750,0.13,2.84,1.75,1.79,0.79,0.21,2.5,2.34,0.33,0.21,2.71,5.75,6.05,0.5,0.17,0.83,1.21,0.54,30.65,12,751.0,1,21
751,0.08,2.81,0.92,2.81,1.08,0.32,2.25,1.57,0.24,0.2,2.01,5.98,5.98,0.76,0.6,1.08,0.32,0.96,29.97,12,752.0,1,21
752,0.09,2.39,0.75,0.8,1.51,0.98,1.95,2.31,0.13,0.09,2.93,5.01,3.86,0.49,0.09,3.24,2.35,0.89,29.86,12,753.0,1,21
753,0.17,2.22,0.91,1.39,1.69,0.87,1.39,1.48,0.43,0.0,3.13,3.91,3.0,0.7,0.39,2.52,0.87,0.91,25.98,12,754.0,1,21
754,1.22,2.05,0.44,1.48,0.78,0.7,2.53,1.44,0.04,1.18,1.87,3.7,6.27,1.66,0.26,3.27,1.48,1.18,31.55,12,755.0,1,21
755,0.88,2.48,1.47,0.72,0.72,0.63,2.78,2.61,0.04,0.51,2.82,3.49,5.35,0.8,0.46,2.02,1.3,0.63,29.71,12,756.0,1,21
756,0.09,2.66,1.33,1.07,0.51,0.86,2.53,2.27,0.04,0.04,2.01,4.8,4.63,0.86,0.13,1.76,1.63,1.03,28.25,12,757.0,1,21
757,0.9,4.53,1.2,1.92,0.98,0.43,4.02,1.92,0.26,0.81,2.69,4.23,3.68,0.94,0.26,1.03,1.07,0.81,31.68,12,758.0,1,21
758,0.04,1.87,0.89,1.55,1.42,1.42,2.13,3.11,0.09,0.31,2.89,4.26,3.02,0.58,0.36,3.69,1.33,1.07,30.03,12,759.0,1,21
759,0.92,3.61,0.42,1.68,0.71,0.38,3.28,1.64,0.25,0.5,2.82,4.67,4.37,1.64,0.59,2.02,0.88,0.55,30.93,12,760.0,1,21
760,1.86,2.88,0.75,1.33,0.84,1.11,1.95,1.95,0.13,0.75,1.73,4.08,8.74,1.86,0.53,3.55,1.37,1.24,36.65,12,761.0,1,21
761,0.92,2.42,1.51,1.8,1.0,0.25,2.3,3.51,0.38,2.13,2.59,5.94,6.56,1.05,0.59,1.17,0.63,0.75,35.5,12,762.0,1,21
762,0.09,2.35,0.93,1.38,1.16,0.49,3.24,2.8,0.13,0.31,2.75,5.78,6.71,0.53,0.09,2.09,1.91,0.89,33.63,12,763.0,1,21
763,0.09,2.31,0.22,4.4,0.74,0.22,1.44,4.75,0.22,0.3,2.66,3.79,2.7,0.65,0.48,1.87,1.7,0.3,28.84,12,764.0,1,21
764,0.0,1.04,0.68,0.56,0.8,0.0,2.76,1.76,0.4,0.0,2.48,3.37,3.37,0.44,0.0,1.72,0.84,0.4,20.62,13,765.0,1,22
765,0.0,1.34,0.48,2.68,1.21,0.35,1.69,4.98,1.04,0.26,2.42,1.99,5.19,0.26,0.26,1.56,2.86,0.39,28.96,13,766.0,1,22
766,0.0,0.98,0.47,0.89,0.47,0.6,3.02,3.62,0.04,0.09,2.43,2.09,1.66,0.38,0.09,1.79,1.66,0.34,20.62,13,767.0,1,22
767,0.08,0.61,0.16,0.49,0.98,0.0,0.82,5.55,0.12,0.08,2.41,1.47,4.24,0.53,0.0,1.18,0.9,0.53,20.15,13,768.0,1,22
768,0.33,1.92,0.61,0.61,1.96,0.37,1.56,1.68,0.41,0.25,3.6,2.78,5.24,0.61,0.08,0.53,0.98,0.53,24.05,13,769.0,1,22
769,0.04,1.75,0.44,3.72,0.7,0.92,2.23,3.06,0.13,0.22,3.19,2.41,3.5,1.27,0.13,1.05,2.14,0.26,27.16,13,770.0,1,22
770,0.0,0.85,0.0,0.68,3.09,0.3,0.38,1.95,0.25,0.08,2.54,2.03,2.16,0.55,0.04,2.2,3.52,0.81,21.43,13,771.0,1,22
771,0.0,2.12,1.26,1.38,0.77,0.41,2.69,3.7,0.28,0.0,2.2,3.58,1.75,0.57,0.08,1.3,0.37,0.49,22.95,13,772.0,1,22
772,0.13,2.15,2.06,2.19,1.76,0.64,2.75,3.91,0.17,0.09,2.62,3.86,1.42,0.77,0.09,1.46,0.39,0.34,26.8,13,773.0,1,22
773,0.13,1.71,0.87,0.57,2.45,0.61,1.62,4.07,0.22,0.17,3.45,2.54,3.15,0.39,0.09,1.27,2.54,0.92,26.77,13,774.0,1,22
774,0.0,1.07,0.62,1.64,1.64,0.62,1.64,2.98,0.4,0.0,2.58,2.4,3.6,0.75,0.22,0.84,2.0,0.22,23.22,13,775.0,1,22
775,0.04,1.2,0.34,0.56,1.63,0.09,1.93,2.11,0.17,0.09,2.62,1.63,5.85,0.6,0.04,2.36,1.76,0.56,23.58,13,776.0,1,22
776,0.0,1.66,0.49,0.72,0.89,0.49,2.55,2.91,0.27,0.0,2.91,2.19,3.67,0.54,0.04,1.74,0.72,0.49,22.28,13,777.0,1,22
777,1.63,3.0,0.97,1.46,2.29,0.57,3.0,4.41,0.75,1.06,2.65,3.27,3.62,1.1,0.22,0.97,1.46,0.66,33.09,13,778.0,1,22
778,0.09,1.88,0.55,0.3,1.32,0.0,1.07,4.69,0.04,0.0,2.22,3.84,1.54,1.41,0.13,1.75,0.38,0.3,21.51,13,779.0,1,22
779,0.0,1.31,0.21,0.93,0.76,0.21,2.07,2.46,0.38,0.0,1.69,3.64,4.11,0.8,0.13,2.33,1.74,0.21,22.98,13,780.0,1,22
780,0.0,3.3,0.04,0.39,1.91,0.26,2.78,1.65,0.48,1.78,3.04,1.43,6.68,1.26,0.48,2.82,0.74,0.26,29.3,13,781.0,1,22
781,0.25,2.67,0.51,0.89,1.49,0.89,2.8,2.67,0.25,0.38,2.63,6.88,3.31,1.23,0.17,1.95,2.16,0.55,31.68,13,782.0,1,22
782,0.0,1.16,0.8,0.13,2.18,0.49,1.38,3.74,0.13,0.0,3.12,2.31,3.83,0.71,0.04,0.98,3.12,0.58,24.7,13,783.0,1,22
